TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,CustomerAgeBin,TransactionAmountBin,AccountBalanceBin,TransactionDurationBin,Target
0.2748320390404777,2023-04-17 16:37:01,1,24,0,0.08064516129032256,3,0.5103448275862069,0.0,0.03845600581847897,2024-11-04 08:11:38,1,2,0,2,1
0.04463360556193108,2023-03-29 16:42:38,1,25,1,0.3064516129032258,1,0.29310344827586204,0.0,0.17377933606421833,2024-11-04 08:11:59,0,1,1,2,2
0.1417111405746883,2023-01-24 16:18:32,1,19,2,0.41935483870967744,0,0.6448275862068965,0.0,0.112310223879694,2024-11-04 08:11:22,0,1,0,1,2
0.062293182400588315,2023-09-20 16:55:42,1,11,1,0.14516129032258068,3,0.9413793103448276,0.0,0.08405336115304829,2024-11-04 08:08:30,1,1,0,1,1
0.03125243724443755,2023-07-17 17:49:22,0,24,2,0.6612903225806451,0,0.03448275862068961,0.0,0.5534290442664185,2024-11-04 08:09:17,2,1,2,0,0
0.0655799806134614,2023-02-06 16:24:24,1,3,0,0.1774193548387097,0,0.8517241379310345,0.0,0.6535296039320442,2024-11-04 08:06:58,1,1,2,1,2
0.44142257083328684,2023-09-25 16:26:00,1,27,0,0.5,1,0.5448275862068965,0.0,0.6445565359077323,2024-11-04 08:11:13,0,2,2,2,2
0.9777389056633201,2023-03-13 17:23:24,1,20,2,0.06451612903225806,3,0.48275862068965514,0.0,0.020014465534787806,2024-11-04 08:07:50,1,0,0,2,1
0.2841130658585228,2023-10-27 16:42:49,0,37,1,0.43548387096774194,0,0.1379310344827586,0.0,0.9891024512090687,2024-11-04 08:10:51,0,2,2,0,2
0.13871402627210233,2023-10-16 16:32:56,1,39,1,0.5,1,0.12068965517241378,0.0,0.38069294751403865,2024-11-04 08:06:23,0,1,1,0,2
0.08676033113099282,2023-11-21 16:58:44,1,25,1,0.12903225806451613,3,0.46551724137931033,0.0,0.053732202081907654,2024-11-04 08:12:18,1,1,0,2,1
0.7231178902097979,2023-03-02 17:53:32,1,38,0,0.9193548387096775,2,0.4379310344827586,0.0,0.32094464244182525,2024-11-04 08:11:15,2,0,1,2,3
0.8858199725914451,2023-10-12 17:07:40,1,23,0,0.7741935483870968,0,0.27586206896551724,0.0,0.525224612381476,2024-11-04 08:11:17,2,0,1,2,3
0.37365881920381483,2023-01-24 17:17:20,1,28,2,0.5967741935483871,2,0.7103448275862069,0.0,0.06171647820691892,2024-11-04 08:07:32,2,2,0,1,0
0.36568136998206185,2023-07-31 18:39:50,1,35,0,0.7258064516129032,2,0.3758620689655172,0.0,0.2838262952770566,2024-11-04 08:07:31,2,2,1,2,0
0.037614341581897,2023-01-09 16:13:21,1,30,2,0.3225806451612903,0,0.031034482758620696,0.0,0.9486776000656056,2024-11-04 08:11:45,0,1,2,0,2
0.26869296848016216,2023-04-20 18:57:43,0,5,2,0.6290322580645161,0,0.36551724137931035,0.0,0.8910399724670861,2024-11-04 08:09:03,2,2,2,2,0
0.06134613884772652,2023-04-12 16:03:37,1,40,0,0.016129032258064557,3,0.36896551724137927,0.0,0.00944696217047547,2024-11-04 08:08:03,1,1,0,2,1
0.3387630497030739,2023-07-26 16:52:28,1,21,1,0.14516129032258068,3,0.0793103448275862,0.0,0.05158119319151905,2024-11-04 08:09:53,1,2,0,0,1
0.1829799561017459,2023-12-13 16:01:38,1,3,1,0.12903225806451613,3,0.22413793103448273,0.0,0.09464573555765574,2024-11-04 08:10:33,1,1,0,2,1
0.5682038483393312,2023-10-09 16:29:40,1,28,2,0.016129032258064557,3,0.3275862068965517,0.0,0.04573918748327921,2024-11-04 08:11:35,1,0,0,2,1
0.6981827905473911,2023-11-27 16:45:57,1,10,2,0.12903225806451613,3,0.4413793103448276,0.0,0.011041397510476059,2024-11-04 08:07:24,1,0,0,2,1
0.024233173264403413,2023-03-27 16:45:18,0,34,2,0.3709677419354839,1,0.5689655172413793,0.0,0.08293752529115919,2024-11-04 08:06:31,0,1,0,2,1
0.4736109099417289,2023-02-13 16:59:39,0,18,2,0.8225806451612903,2,0.38275862068965516,0.0,0.2558551134186656,2024-11-04 08:07:07,2,2,1,2,0
0.47274185821086756,2023-02-21 17:45:55,1,29,2,0.532258064516129,1,0.8758620689655172,0.0,0.3416474308215375,2024-11-04 08:07:07,2,2,1,1,0
0.09489376399674662,2023-06-07 16:45:34,1,41,1,0.7903225806451613,0,0.46551724137931033,0.0,0.9950869612562967,2024-11-04 08:06:45,2,1,2,2,0
0.18856194221920158,2023-09-07 16:51:27,1,36,1,0.16129032258064518,3,0.45517241379310347,0.0,0.05496029372026395,2024-11-04 08:08:58,1,1,0,2,1
0.1162858066025648,2023-03-29 17:47:16,1,29,0,0.7096774193548387,2,0.27586206896551724,0.0,0.2941860918453908,2024-11-04 08:10:42,2,1,1,2,0
0.35284614441857093,2023-08-04 17:53:40,1,23,1,0.11290322580645162,3,0.2517241379310345,0.0,0.08219408284341859,2024-11-04 08:09:15,1,2,0,2,1
0.06716210043118337,2023-12-14 17:52:37,0,8,1,0.6290322580645161,2,0.14482758620689654,0.0,0.23080863146092484,2024-11-04 08:09:57,2,1,1,0,0
0.3256715652958675,2023-03-03 17:37:41,0,9,1,0.8064516129032258,2,0.1758620689655172,0.0,0.30498079552375046,2024-11-04 08:07:49,2,2,1,2,0
0.43035887379809024,2023-06-09 16:18:15,1,16,1,0.4838709677419355,1,0.06206896551724139,0.0,0.37167820369247556,2024-11-04 08:07:09,0,2,1,0,2
0.12457522311231935,2023-10-02 16:35:22,1,18,1,0.08064516129032256,3,0.14137931034482756,0.0,0.05572793501802137,2024-11-04 08:11:37,1,1,0,0,1
0.6331376109990752,2023-10-06 18:44:37,1,16,0,0.45161290322580644,1,0.4896551724137931,0.0,0.36289267675579456,2024-11-04 08:11:37,0,0,1,2,3
0.2938397602308558,2023-05-16 16:07:30,1,9,1,0.9838709677419355,2,0.7482758620689656,0.0,0.2738348589812015,2024-11-04 08:11:03,2,2,1,1,0
0.3892683252927478,2023-11-07 16:48:23,1,19,2,0.4838709677419355,1,0.7448275862068966,0.0,0.4403095032917157,2024-11-04 08:08:09,0,2,1,1,2
0.6697714839615387,2023-05-30 17:43:25,0,30,1,0.6129032258064516,1,0.32413793103448274,0.0,0.561752104291666,2024-11-04 08:08:01,2,0,2,2,3
0.0061390705603155404,2023-11-02 16:01:40,1,5,2,0.5161290322580645,0,0.3931034482758621,0.0,0.9334619009272194,2024-11-04 08:11:32,0,1,2,2,2
0.22402593785165956,2023-03-29 17:00:31,0,26,1,0.3870967741935484,1,0.6068965517241379,0.0,0.16695996569140814,2024-11-04 08:11:41,0,2,1,1,2
0.3322005949661849,2023-04-25 16:11:24,1,16,1,0.6129032258064516,2,0.7413793103448276,0.0,0.19584263756710135,2024-11-04 08:10:12,2,2,1,1,0
0.5802591556828183,2023-04-18 18:40:47,1,0,1,0.11290322580645162,3,0.4068965517241379,0.0,0.12436662871032225,2024-11-04 08:12:10,1,0,0,2,1
0.13038004300691897,2023-02-09 16:34:53,0,2,2,0.6774193548387097,1,0.02068965517241378,0.0,0.23960356906150132,2024-11-04 08:07:11,2,1,1,0,0
0.21042193575702203,2023-11-13 16:42:28,0,16,1,0.22580645161290325,1,0.32068965517241377,0.0,0.058867735807710486,2024-11-04 08:08:42,0,1,0,2,1
0.14850757077757848,2023-07-18 16:12:00,1,1,0,0.41935483870967744,1,0.7241379310344828,0.0,0.2517372757741279,2024-11-04 08:10:18,0,1,1,1,2
0.15927044221363074,2023-01-13 17:00:16,1,9,2,0.27419354838709675,1,0.43103448275862066,0.0,0.42170327638985416,2024-11-04 08:09:26,0,1,1,2,2
0.027308279388989803,2023-07-04 18:20:33,1,4,0,0.7096774193548387,2,0.15517241379310343,0.0,0.3875015628423969,2024-11-04 08:12:15,2,1,1,0,0
0.26033670183726443,2023-10-20 16:54:28,0,17,2,0.12903225806451613,3,0.9310344827586208,0.0,0.43264653411970627,2024-11-04 08:08:45,1,2,1,1,1
1.0,2023-10-04 16:36:29,1,16,1,0.03225806451612906,3,0.0482758620689655,0.0,0.033925443343097994,2024-11-04 08:06:51,1,0,0,0,1
0.258331197842969,2023-12-28 17:31:03,1,13,0,0.3064516129032258,1,0.14137931034482756,0.0,0.4428806311060084,2024-11-04 08:09:17,0,2,1,0,2
0.2362762247501476,2023-06-12 17:53:52,1,18,2,0.06451612903225806,3,0.35517241379310344,0.0,0.03582236430830943,2024-11-04 08:08:22,1,2,0,2,1
0.10169019419963679,2023-03-13 16:32:12,1,25,1,0.41935483870967744,0,0.20344827586206896,0.0,0.9797038867386267,2024-11-04 08:11:36,0,1,2,2,2
0.13373369135293528,2023-12-18 18:46:27,1,24,1,0.016129032258064557,3,0.23103448275862065,0.0,0.08477260475077197,2024-11-04 08:06:50,1,1,0,2,1
0.19385424442637014,2023-07-17 18:54:31,1,39,2,0.5161290322580645,0,0.196551724137931,0.0,0.700898852840071,2024-11-04 08:10:29,0,1,2,2,2
0.2043942820852785,2023-06-19 18:22:10,1,10,0,0.3225806451612903,1,0.3172413793103448,0.0,0.030333930686427257,2024-11-04 08:09:51,0,1,0,2,1
0.38453310752843906,2023-06-19 18:22:10,0,31,1,0.6451612903225806,1,0.24137931034482757,0.0,0.4268885521962472,2024-11-04 08:08:16,2,2,1,2,0
1.0,2023-01-23 16:32:48,1,11,0,0.7258064516129032,2,0.2655172413793103,0.0,0.31018825360932567,2024-11-04 08:11:07,2,0,1,2,3
0.2892939511771194,2023-11-06 16:34:10,1,10,2,0.5,0,0.5517241379310345,0.0,0.47561562546633196,2024-11-04 08:09:38,0,2,1,2,2
0.17208338439940726,2023-07-03 16:40:24,1,36,2,0.25806451612903225,0,0.506896551724138,0.0,0.09561705050972186,2024-11-04 08:09:42,0,1,0,2,2
1.0,2023-09-29 17:22:10,0,2,2,0.5806451612903225,1,0.06896551724137928,0.0,0.5749263615550181,2024-11-04 08:06:53,2,0,2,0,3
0.027074303922988652,2023-10-20 17:27:35,1,23,1,0.7419354838709677,0,0.20344827586206896,0.0,0.656641172730047,2024-11-04 08:12:05,2,1,2,2,0
0.6326362350005014,2023-08-28 17:03:53,1,42,0,0.4838709677419355,0,0.3620689655172414,0.0,0.7028125785622387,2024-11-04 08:07:32,0,0,2,2,3
0.01041747908147922,2023-06-22 18:37:29,0,36,2,0.6451612903225806,0,0.5827586206896551,0.0,0.8592379782129687,2024-11-04 08:09:10,2,1,2,2,0
0.4375341214221251,2023-11-20 16:28:09,1,18,2,0.09677419354838712,3,0.31034482758620685,0.0,0.046408016810134456,2024-11-04 08:08:38,1,2,0,2,1
0.7984914153287355,2023-09-14 16:49:33,0,25,2,0.6774193548387097,2,0.08275862068965517,0.0,0.26637354689266596,2024-11-04 08:08:12,2,0,1,0,3
0.2491170211580671,2023-10-02 16:36:10,1,18,0,0.564516129032258,1,0.15517241379310343,0.0,0.1901397752464585,2024-11-04 08:08:01,2,2,1,0,0
0.25670451126981825,2023-03-27 18:16:04,1,15,1,0.04838709677419356,3,0.43103448275862066,0.0,0.03473879357977616,2024-11-04 08:10:44,1,2,0,2,1
0.49230666384410543,2023-12-21 16:37:03,1,20,2,0.016129032258064557,3,0.8620689655172413,0.0,0.08567401191390045,2024-11-04 08:08:21,1,2,0,1,1
0.7174244872037703,2023-03-02 16:05:09,1,35,0,0.1774193548387097,1,0.21379310344827585,0.0,0.07006037613079202,2024-11-04 08:08:04,1,0,0,2,3
0.5664657448776085,2023-06-26 16:16:50,0,23,1,0.532258064516129,1,0.40344827586206894,0.0,0.5113458997065217,2024-11-04 08:09:32,2,0,1,2,3
0.9563691464352166,2023-04-18 17:27:23,0,37,1,0.14516129032258068,3,0.603448275862069,0.0,0.11909262378720065,2024-11-04 08:10:47,1,0,0,1,1
0.027965639031564404,2023-07-17 17:08:24,1,21,0,0.6290322580645161,1,0.23448275862068962,0.0,0.006707786786621206,2024-11-04 08:11:05,2,1,0,2,0
0.16418392699965462,2023-09-01 17:26:02,1,5,1,0.8548387096774193,2,0.4241379310344827,0.0,0.1354160925041373,2024-11-04 08:07:22,2,1,1,2,0
0.12786202132519248,2023-09-11 16:19:04,1,35,1,0.3064516129032258,0,0.5689655172413793,0.0,0.506993467654876,2024-11-04 08:08:38,0,1,1,2,2
0.4268492418080732,2023-01-24 17:23:56,1,13,1,0.1935483870967742,1,0.0482758620689655,0.0,0.5915731537957913,2024-11-04 08:11:07,0,2,2,0,2
0.09245373413702052,2023-10-16 18:35:11,1,13,1,0.5967741935483871,0,0.5310344827586206,0.0,0.07260058319228535,2024-11-04 08:10:52,2,1,0,2,0
0.2182656847124887,2023-02-24 16:29:23,1,41,1,0.14516129032258068,1,0.4689655172413793,0.0,0.6263206858491847,2024-11-04 08:08:32,1,1,2,2,2
0.14448542110013035,2023-01-02 16:36:02,1,19,0,0.22580645161290325,1,0.7758620689655172,0.0,0.5279160622555747,2024-11-04 08:06:35,0,1,1,1,2
0.3416487471170879,2023-11-30 16:31:03,1,7,2,0.45161290322580644,1,0.14137931034482756,0.0,0.6262682550074814,2024-11-04 08:10:48,0,2,2,0,2
0.12781745456976368,2023-11-01 16:52:01,1,39,2,0.6612903225806451,2,0.24137931034482757,0.0,0.40623348932629055,2024-11-04 08:09:24,2,1,1,2,0
0.8426793533363788,2023-03-06 16:47:02,1,34,1,0.14516129032258068,3,0.02413793103448275,0.0,0.02146975748719132,2024-11-04 08:11:40,1,0,0,0,1
0.5609840339598675,2023-11-27 18:32:49,1,20,2,0.06451612903225806,3,0.08620689655172414,0.0,0.023296098473186977,2024-11-04 08:09:22,1,0,0,0,1
0.15906989181420117,2023-07-31 16:37:46,1,35,0,0.7258064516129032,2,0.4724137931034483,0.0,0.5296993830637626,2024-11-04 08:10:42,2,1,1,2,0
0.2732833442893273,2023-03-21 16:29:31,1,27,0,0.11290322580645162,3,0.5862068965517241,0.0,0.0594088489816989,2024-11-04 08:10:26,1,2,0,2,1
0.28312145555023227,2023-04-20 18:26:50,0,9,2,0.532258064516129,1,0.5655172413793104,0.0,0.5880327276002673,2024-11-04 08:06:56,2,2,2,2,0
0.23787505710115536,2023-03-01 17:52:14,0,9,0,0.967741935483871,2,0.9379310344827587,0.0,0.23039120129813379,2024-11-04 08:09:36,2,2,1,1,0
0.3650017269617728,2023-02-10 16:52:48,1,14,2,0.3548387096774194,1,0.32413793103448274,0.0,0.02546996183303596,2024-11-04 08:06:30,0,2,0,2,1
0.002495738304012146,2023-07-21 16:43:11,1,36,2,0.467741935483871,0,0.33448275862068966,0.0,0.8095873155005733,2024-11-04 08:09:53,0,1,2,2,2
0.3340501153164796,2023-10-09 17:02:43,0,2,2,0.8064516129032258,0,0.12758620689655173,0.0,0.903793438616256,2024-11-04 08:12:18,2,2,2,0,0
0.06319565919802123,2024-01-01 16:34:10,0,28,0,0.4032258064516129,1,0.38620689655172413,0.0,0.375560774739627,2024-11-04 08:07:42,0,1,1,2,2
0.45390126235334743,2023-07-07 16:11:38,1,4,2,0.12903225806451613,1,0.17931034482758618,0.0,0.5542470998350444,2024-11-04 08:07:42,1,2,2,2,2
0.12876449812262541,2023-05-22 17:09:52,1,14,1,0.33870967741935487,1,0.5413793103448276,0.0,0.42884328152538786,2024-11-04 08:10:02,0,1,1,2,2
0.059396343297717064,2023-08-16 16:17:12,1,15,0,0.8225806451612903,2,0.38275862068965516,0.0,0.10419487065042468,2024-11-04 08:08:43,2,1,0,2,0
0.07028177331119853,2023-11-17 16:02:02,0,11,2,0.45161290322580644,0,0.5344827586206897,0.0,0.7443626762314861,2024-11-04 08:10:13,0,1,2,2,2
0.3538711797934331,2023-11-17 16:02:02,1,11,2,0.14516129032258068,3,0.2793103448275862,0.0,0.002974441981240472,2024-11-04 08:11:32,1,2,0,2,1
0.36922442703865044,2023-08-25 17:26:07,1,32,2,0.3709677419354839,1,0.1758620689655172,0.0,0.2736701723630311,2024-11-04 08:11:00,0,2,1,2,2
0.005325727273740172,2023-11-27 16:38:34,1,42,0,0.6129032258064516,2,0.1068965517241379,0.0,0.366821628932145,2024-11-04 08:10:48,2,1,1,0,0
0.23874410883201672,2023-08-04 17:46:44,0,11,2,0.8387096774193548,0,0.8172413793103448,0.0,0.7427890787901112,2024-11-04 08:11:56,2,2,2,1,0
0.6668857865475247,2023-09-04 16:48:35,1,30,1,0.6290322580645161,0,0.5103448275862069,0.0,0.08834395169909531,2024-11-04 08:10:13,2,0,0,2,3
0.9370383162679796,2023-08-09 17:34:26,1,40,2,0.12903225806451613,3,0.24137931034482757,0.0,0.06737968130114524,2024-11-04 08:09:58,1,0,0,2,1
0.04221585907991934,2023-09-07 16:07:40,1,23,2,0.12903225806451613,3,0.33793103448275863,0.0,0.01360714780254274,2024-11-04 08:07:42,1,1,0,2,1
1.0,2023-07-11 16:39:53,1,35,1,0.6451612903225806,0,0.46206896551724136,0.0,0.36569302145496924,2024-11-04 08:09:24,2,0,1,2,3
0.13866945951667353,2023-07-03 17:14:07,1,28,1,0.24193548387096775,1,0.3275862068965517,0.0,0.4173326952006958,2024-11-04 08:07:25,0,1,1,2,2
0.3366906955756353,2023-09-25 17:13:36,0,35,1,0.967741935483871,2,0.10344827586206895,0.0,0.33827034686362734,2024-11-04 08:11:55,2,2,1,0,0
0.2315020110748387,2023-11-20 17:10:02,1,21,2,0.467741935483871,1,0.9068965517241379,0.0,0.6213545440734999,2024-11-04 08:08:45,0,2,2,1,2
0.0061390705603155404,2023-11-17 17:27:07,0,20,1,0.08064516129032256,3,0.8413793103448275,0.0,0.0683429299698724,2024-11-04 08:10:53,1,1,0,1,1
0.42457633728120503,2023-08-21 16:46:05,1,0,0,0.6129032258064516,0,0.22413793103448273,0.0,0.7887547943971596,2024-11-04 08:09:32,2,2,2,2,0
0.017715285282943194,2023-10-16 16:59:36,1,25,0,0.5161290322580645,0,0.3931034482758621,0.0,0.9612267203701885,2024-11-04 08:11:59,0,1,2,2,2
0.5412855280603432,2023-06-20 17:21:50,1,28,2,0.0,3,0.19999999999999998,0.0,0.11073931519943209,2024-11-04 08:07:03,1,2,0,2,1
0.37450558755696184,2023-01-16 16:53:38,1,35,1,0.04838709677419356,3,0.027586206896551724,0.0,0.06044402201019844,2024-11-04 08:09:57,1,2,0,0,1
1.0,2023-11-22 16:07:19,1,39,2,0.8225806451612903,0,0.37241379310344824,0.0,0.45095901386997417,2024-11-04 08:08:25,2,0,1,2,3
0.2610609116129823,2023-09-01 16:09:08,1,6,2,0.08064516129032256,3,0.3793103448275862,0.0,0.010938552397904311,2024-11-04 08:08:47,1,2,0,2,1
0.006395329404031064,2023-10-23 18:38:15,1,6,2,0.1935483870967742,0,0.8137931034482759,0.0,0.3590511093156161,2024-11-04 08:09:43,0,1,1,1,2
1.0,2023-10-23 16:50:33,1,11,0,1.0,2,0.037931034482758585,0.0,0.13017636928520626,2024-11-04 08:10:34,2,0,1,0,3
0.2527826367920849,2023-07-03 17:42:08,1,5,0,0.0,3,0.9793103448275862,0.0,0.016178947807113597,2024-11-04 08:11:34,1,2,0,1,1
0.2601361514378349,2023-10-24 16:41:00,0,28,2,0.7741935483870968,2,0.02413793103448275,0.0,0.06488921632024217,2024-11-04 08:11:17,2,2,0,0,0
0.2362762247501476,2023-09-25 16:54:22,0,17,1,0.8225806451612903,2,0.5379310344827586,0.0,0.4017486357898302,2024-11-04 08:07:21,2,2,1,2,0
0.05079495949996099,2023-02-16 17:57:10,1,20,0,0.03225806451612906,3,0.2827586206896552,0.0,0.10472052344801344,2024-11-04 08:07:24,1,1,0,2,1
1.0,2023-08-30 17:23:20,1,34,1,0.9516129032258065,2,0.9862068965517241,0.0,0.13047011643679995,2024-11-04 08:11:44,2,0,1,1,3
0.2362762247501476,2023-04-13 18:37:48,1,27,2,0.3709677419354839,0,0.45517241379310347,0.0,0.021555797842806923,2024-11-04 08:10:01,0,2,0,2,2
0.46264748810624706,2023-07-28 16:29:23,1,22,0,0.7741935483870968,0,0.4517241379310345,0.0,0.6730244663817475,2024-11-04 08:10:23,2,2,2,2,0
0.2958118391585796,2023-02-06 17:48:55,1,30,2,0.5806451612903225,2,0.2827586206896552,0.0,0.2920612983758538,2024-11-04 08:12:18,2,2,1,2,0
0.07703363675865987,2023-07-24 18:08:43,1,41,2,1.0,2,0.35517241379310344,0.0,0.42694299960878523,2024-11-04 08:09:04,2,1,1,2,0
0.37065056321237166,2023-11-20 16:29:48,0,0,1,0.27419354838709675,1,0.9758620689655173,0.0,0.18061416681342815,2024-11-04 08:08:14,0,2,1,1,2
0.29819616057401976,2023-10-09 16:52:47,1,35,2,0.03225806451612906,3,0.5172413793103448,0.0,0.03326736906069472,2024-11-04 08:08:34,1,2,0,2,1
0.5523715084732543,2023-11-03 16:45:52,1,37,1,0.6935483870967742,0,0.8793103448275863,0.0,0.86063277304033,2024-11-04 08:09:41,2,2,2,1,0
0.41892750103060616,2023-02-15 16:41:11,1,40,0,0.3064516129032258,1,0.8103448275862069,0.0,0.6023597911908118,2024-11-04 08:09:58,0,2,2,1,2
0.09220861698216212,2023-09-04 17:59:51,0,39,2,0.2903225806451613,1,0.5551724137931034,0.0,0.5988079377605577,2024-11-04 08:11:01,0,1,2,2,2
0.10361770637193188,2023-07-27 16:22:52,0,27,2,0.03225806451612906,3,0.21379310344827585,0.0,0.07064383729230997,2024-11-04 08:12:04,1,1,0,2,1
0.8948001738103462,2023-04-17 16:08:34,0,22,1,0.8064516129032258,0,0.4103448275862069,0.0,0.8111400750433226,2024-11-04 08:08:40,2,0,2,2,3
0.039552995443049244,2023-09-19 17:38:18,1,5,1,0.08064516129032256,3,0.38620689655172413,0.0,0.034322707797541596,2024-11-04 08:11:40,1,1,0,2,1
0.03149755439929586,2023-05-31 16:37:39,1,42,2,0.7096774193548387,0,0.30689655172413793,0.0,0.5760186707571686,2024-11-04 08:06:30,2,1,2,2,0
0.15517030071418225,2023-10-09 17:20:09,0,21,2,0.564516129032258,0,0.5758620689655172,0.0,0.6720296247699429,2024-11-04 08:07:31,2,1,2,2,0
0.34239524027052015,2023-01-09 16:12:01,1,11,1,0.24193548387096775,0,0.9482758620689655,0.0,0.34997519617873263,2024-11-04 08:06:33,0,2,1,1,2
0.06728465900861252,2023-05-26 18:15:08,0,40,1,0.6129032258064516,2,0.1482758620689655,0.0,0.06359121689294825,2024-11-04 08:09:22,2,1,0,0,0
0.08311699887468943,2023-08-14 17:43:17,1,26,1,0.8387096774193548,0,0.39655172413793105,0.0,0.45844923014047423,2024-11-04 08:07:39,2,1,1,2,0
0.2362762247501476,2023-11-24 18:51:32,1,18,1,0.532258064516129,2,0.4379310344827586,0.0,0.09237306022690453,2024-11-04 08:09:21,2,2,0,2,0
0.25809722237696786,2023-01-31 18:31:22,1,22,0,0.25806451612903225,1,0.5344827586206897,0.0,0.0007736910102616457,2024-11-04 08:12:15,0,2,0,2,1
0.14032957115639588,2023-02-14 16:07:01,1,3,1,0.9193548387096775,2,0.8896551724137931,0.0,0.37430310672902795,2024-11-04 08:08:42,2,1,1,1,0
0.5637917395518812,2023-05-02 17:03:29,0,6,2,0.564516129032258,2,0.5241379310344827,0.0,0.0812476389316476,2024-11-04 08:09:09,2,0,0,2,3
